,name,id,type,price,material,description,colors,sizes,details
10,Leather zipper hoodie,UPW546_16IN_F0009_S_OOO,Leather Clothing,6900,Goatskin,The creative use of materials inspires the hybrid design of this hoodie that combines refined artisan skill and a sporty style. Leather with a vintage effect adds a soft and sophisticated touch to the hooded silhouette decorated with the lettering logo.,White,44/44/46/48/50/52/54/56/58/60,Unlined|Regular fit|Center zipper closure|Hooded collar|Raglan sleeves and ribbed knit cuffs|Pouch pockets|Ribbed knit hem|Hot-stamped logo|Vintage treatment
11,Leather coat,UPS662_16IN_F0009_S_VOO,Leather Clothing,7500,Goatskin,"New proportions and rounded lines form the silhouette of this slim-fit coat. The garment made of leather with a vintage effect embodies original, refined and contemporary style. ",White,44/44/46/48/50/52/54/56/58/60,Lined|Slim fit|Center button closure|Shirt-style collar|Straight sleeves|Welt pockets|Leather triangle logo|Vintage treatment
12,Leather blouson jacket,UPW551_149J_F0BW5_S_VOO,Leather Clothing,8600,Calfskin,The garments from the Spring Summer 2025 collection challenge the concept of truth and fiction. Garments taken from a father's or mother's closet adapt differently to the body and instinctively fit into a new context like this shiny leather blouson jacket that presents deliberately cut proportions as a sign of life and reality. ,"Coffee,Loden Green,Palisander",46/46/48/50/52/54/56/58/60,Lined garment|Regular fit|Center button closure|Shirt-style collar|Straight sleeve|Flap pockets|Leather triangle logo|Final waxing treatment
13,Nappa leather hoodie jacket,UPW546_16IL_F0003_S_OOO,Leather Clothing,6500,Lambskin,The innovative use of materials inspires the hybrid design of this hoodie jacket combining refined artisan workmanship and a sporty style. Nappa leather with a vintage finish adds a soft and sophisticated touch to the hooded silhouette decorated with the lettering logo.,Dark Brown,44/44/46/48/50/52/54/56/58/60,Unlined garment|Regular fit|Front zipper closure|Hooded collar|Raglan sleeves with ribbed knit cuffs|Pouch pockets|Ribbed knit hem|Hot-stamped logo
14,Leather bomber jacket,UPW554_16IN_F0002_S_OOO,Leather Clothing,6200,Goatskin,"Prada offers innovative aesthetic perspectives season after season. In this leather garment with an aged look, the deliberately cut proportions challenge reality and the classic bomber silhouette finds a new dimension.",Black,46/46/48/50/52/54/56/58/60,Garment lined and padded with wadding|Regular fit|Center zipper and snap closure|Shirt-style collar|Straight sleeve and ribbed knit cuffs|Welt pockets|Ribbed knit hem|Leather triangle logo on the back
15,Nappa leather waistcoat,UPT128_FLY_F0002_S_OOO,Leather Clothing,5700,Lambskin,"Elegant lines and refined details define this waistcoat crafted from supple nappa leather. The garment's subtle padding and wadding ensure a comfortable fit, while the central zip fastening and standing collar add a touch of sophistication.",Black,46/46/48/50/52/54/56/58/60,Lined and padded with wadding|Regular fit|Central zip fastening|Standing collar|Vertical welt and zipped pockets|Hem with knitted edge|Leather triangle logo at centre back
16,Nappa leather coat,UPS655_FLY_F0002_S_OOO,Leather Clothing,8400,Lambskin,Clean lines and sleek details define this nappa leather coat with a contemporary design that blends minimalism and fine craftsmanship. The straight-cut style is completed by a narrow belt and the tonal triangle logo. ,Black,46/46/48/50/52/54/56/58/60,Lined|Regular fit|Center button closure|Classic lapel|Straight sleeve|Wide welt pockets|Leather triangle logo on the center back|With belt
17,Suede calfskin jacket,UPG390_158G_F0002_S_OOO,Leather Clothing,7000,Calfskin,"This suede calfskin jacket, characterized by a classic silhouette and refined details, exudes understated elegance. The central button fastening and classic lapels create a timeless look, while the leather triangle logo at the centre back adds a touch of sophistication.",Black,44/44/46/48/50/52/54/56/58/60,Lined|Regular fit|Central button fastening|Classic lapels|Straight sleeve|Flap pockets|Leather triangle logo at centre back|Final waxing treatment
18,Suede Bomber Jacket,UPW524_158G_F0002_S_OOO,Leather Clothing,6600,Calfskin,"This suede bomber jacket is reimagined with a vintage twist, its classic silhouette redefined by a subtle treatment that adds depth and character to the supple suede. The central zip fastening and stand-up collar create a streamlined look, while the raglan sleeve and knitted cuffs provide a comfortable fit.","Black,Caramel",46/46/48/50/52/54/56/58/60,Lined|Regular fit|Central zip fastening|Stand-up collar|Raglan sleeve and knitted cuffs|Flap pockets|Hem with knitted edge|Leather triangle logo at centre back|Vintage treatment
19,Shearling bomber jacket,UPW528_12DG_F0002_S_OOO,Leather Clothing,10000,Lambskin,"Soft, oversized lines define this bomber jacket with a sporty design made of shearling that emphasizes the volume of the garment, decorated with the tonal leather triangle logo. ",Black,42/42/44/46/48/50/52/54/56/58/60,Unlined|Oversized fit|Center zipper closure|Shirt-style collar|Straight sleeves with ribbed knit cuffs|Flapped pockets|Ribbed knit hem|Leather triangle logo on the back
20,Shearling blouson jacket,UPW485_13C5_F0002_S_OOO,Leather Clothing,9200,Lambskin,"The sleek, classic silhouette of the blouson jacket is reinterpreted with a refined, contemporary cut. The shearling garment with soft lines and an oversized fit is defined by an elegant shirt-style collar and a patch pocket on the front. The leather triangle logo, reinterpreted with a conceptual design, completes the refined and modern garment with its distinctive signature touch.",Black,44/44/46/48/50/52/54/56/58/60,Unlined|Oversized fit|Center button closure|Shirt-style collar|Straight sleeves|Vertical pockets|Leather triangle logo on the back
21,Shearling coat,UPS623_13C5_F0002_S_OOO,Leather Clothing,16000,Lambskin,"A menswear classic is redesigned with strong lines enhanced by the soft touch of shearling that introduces an original note to the elegant tailored silhouette. The single-breasted outerwear has boxy proportions with contemporary allure, completed by sleek, classic details. The leather triangle logo on the back adds its iconic touch to the sophisticated style. ",Black,44/44/46/48/50/52/54/56/58/60,Unlined garment|Regular fit|Center button closure|Notch lapel|Straight sleeves|Wide welt pockets|Leather triangle logo on the back
22,Nappa leather jacket,UPW473_13C3_F0002_S_232,Leather Clothing,6400,Lambskin,"A refined construction, inspired by a contemporary stylistic language, emphasizes the silhouette of this nappa leather jacket with casual allure. The sophisticated design is enhanced by the retro-style bowling collar and knit details that introduce a contemporary, sporty touch. The leather logo patch completes the garment with a distinctive and iconic note. ",Black,46/46/48/50/52/54/56/58/60,Lined|Regular fit|Button closure|Bowling collar|Straight sleeve with ribbed knit cuffs|Welt pockets|Ribbed knit hem|Logo patch
23,Nappa leather shirt,UPC199_1WDV_F0002_S_231,Leather Clothing,5000,Lambskin,"The duality that characterizes Prada collections is reflected in the creation of hybrid designs that blend different materials and styles to make something innovative. An essential menswear garment, the shirt with classic collar and straight cut is reimagined in soft nappa leather for a contemporary effect: the versatile garment can also be worn as a jacket.",Black,44/44/46/48/50/52/54/56/58/60,Unlined|Regular fit|Center snap closure|Shirt collar|Straight sleeve and shirt cuffs|Enameled metal triangle logo
24,Shearling jacket,UPW474_JHY_F0594_S_232,Leather Clothing,10000,Lambskin,"A refined construction, inspired by a dynamic and contemporary stylistic language, emphasizes the silhouette of this shearling jacket with a velvety finish. The design combines retro-inspired lines, reinterpreted from a contemporary perspective, and sporty touches with casual allure. The embossed lettering logo on the front completes the outerwear with a distinctive yet simple note.",Cork Beige,46/46/48/50/52/54/56/58/60,Unlined|Regular fit|Center zipper closure|Shirt-style collar|Straight sleeves and ribbed knit cuffs|Wide welt pockets|Hem with ribbed knit trim|Embossed logo
25,Nappa leather jacket,UPW500_1455_F0002_S_OOO,Leather Clothing,6600,Goatskin,"This jacket with a sophisticated silhouette and details combines contemporary stylistic codes and superb craftsmanship. The style is enriched by a process on the finished garment that adds dimension to the soft feel of the nappa leather, emphasized with an aged effect. The leather triangle logo reinterpreted with a conceptual design completes the casual garment. ",Black,44/44/46/48/50/52/54/56/58/60,Lined|Regular fit|Center zipper closure--Shirt-style collar|Straight sleeves|Flap pockets|Elasticized hem|Leather triangle logo on the back|Bleaching treatment on finished garment
26,Nappa leather shirt,UPC176_1WDV_F0002,Leather Clothing,4400,Lambskin,The duality that characterizes Prada collections is reflected in hybrid designs that blend different materials and styles to create something innovative. This shirt with bowling collar and retro allure is reimagined in soft nappa leather for a contemporary effect. The distinctive enameled metal triangle logo stands out on the front.,Black,44/44/46/48/50/52/54/56/58/60,Regular fit|Front button closure|Classic lapel|Short sleeves|Patch pockets|Enameled metal triangle logo|Unlined
27,Nappa leather Bermudas,UPP224_1WDV_F0002,Leather Clothing,3050,Lambskin,Influences from the sportswear world are reinterpreted to create hybrid designs with an interesting and original combination of different materials and styles. These Bermudas defined by a sporty silhouette and an elasticized waistband are made of soft nappa leather and are decorated with the enameled metal triangle logo on the side.,Black,44/44/46/48/50/52/54/56/58/60,Regular fit|Zipper fly|Front slash pockets|Back patch pocket|Elastic waistband with drawstring|Enameled metal triangle logo|Lined
28,Leather shirt,UPC209_136K_F0241_S_OOO,Leather Clothing,6400,Calfskin,"Clean lines and sleek details enhance this sophisticated, minimalist shirt emphasized by the refined touch of leather. The loose silhouette with short sleeves combines the almost rigorous simplicity of the details with a soft, light texture. The leather triangle logo with a conceptual design on the back completes the garment with a distinctive note.",Khaki,44/44/46/48/50/52/54/56/58/60,Unlined garment|Regular fit|Central closure with buttons|Shirt collar|Short sleeve|Leather triangle logo on the back
29,Nappa leather bomber jacket,UPW399_1ZFE_F0002,Leather Clothing,7000,Lambskin,"Prada continues to play with the classic shape of the bomber jacket, giving formality to a universal garment made of leather and treated by hand to create a glossy, vintage effect. Dignity is given to pragmatic clothing and real-life uniforms. Reinterpreted in a conceptual way, the iconic Prada triangle takes on a structural role in the garment, transforming into a pouch applied to the sleeve and decorated with the enameled metal triangle logo.",Black,44/44/46/48/50/52/54/56/58/60,Regular fit|Lined and padded|Center zipper closure|Ribbed knit collar|Ribbed knit cuffs|Flap pockets|Ribbed knit hem
30,Nappa leather bomber jacket,UPW280_038_F0002_S_OOO,Leather Clothing,5700,Lambskin,"A contemporary silhouette with a sleek cut characterizes this buttery soft nappa leather bomber jacket. Enriched with functional but refined details, the garment is completed with a ribbed knit collar and cuffs and a zipper closure. The enameled metal triangle logo embellishes the casual jacket, adding a distinctive touch.",Black,44/44/46/48/50/52/54/56/58/60,Lined|Reversible|Regular fit|Center zipper closure|Knit collar|Straight sleeve with knit cuffs|Vertical zipper pockets and zippered horizontal breast pocket|Ribbed knit hem|Enameled metal triangle logo|Finished garment pressing
31,Reversible nappa and Re-Nylon blouson jacket,UPW281_038_F0002,Leather Clothing,6000,Lambskin,"This reversible jacket with a youthful attitude is characterized by the mix of nappa leather and iconic Prada nylon. It has a front zipper closure, hood and breast pocket with logo. This product does not contribute to the SEA BEYOND educational program.",Black,44/44/46/48/50/52/54/56/58/60,Reversible style|Zipper closure on the front|Hood and hem with elasticized drawstring|Slightly angled pockets on the front|Breast pocket with hidden zipper and enameled metal triangle logo on the front
32,Nappa leather and shearling jacket,UPW509_15NC_F0002_S_OOO,Leather Clothing,14500,Lambskin,The timeless leather jacket is reinterpreted with a contemporary design emphasized by refined techniques and touches. The vintage-look nappa leather adds character to the garment completed with shearling details. ,Black,42/42/44/46/48/50/52/54/56/58/60,Unlined|Regular fit|Center zipper closure|Shirt-style collar|Anatomical sleeves and cuffs with strap and buckle|Welt pockets|Leather triangle logo on the center back|Final bleaching treatment
33,Leather and shearling caban jacket,UPS651_15NA_F0393_S_OOO,Leather Clothing,14600,Lambskin,"An oversized silhouette, cargo pockets, and shearling details: this caban jacket reinterprets an iconic menswear style. ",Olive Green,XS/XS/S/M/L/XL/XXL/XXXL/4XL/5XL,Removable shearling lining padded with wadding|Oversized fit|Center button closure|Straight sleeves|Patch pockets|Leather triangle logo on the back
34,Leather and shearling vest,UPT125_15NA_F0002_S_OOO,Leather Clothing,6500,Lambskin,"A soft, warm shearling lining enhances this leather vest with a unique cut and sophisticated details. ",Black,46/46/48/50/52/54/56/58/60,Shearling lining|Regular fit|Center zipper closure|Patch pockets|Leather triangle logo on the back|Final waxing treatment
35,Shearling jacket,UPW512_15PX_F0050_S_OOO,Leather Clothing,14500,Lambskin,This shearling jacket reinterprets a classic sporty silhouette with soft lines and contemporary style details.,Hazelnut,46/46/48/50/52/54/56/58/60,Unlined|Regular fit|Center zipper closure|Hooded collar|Straight sleeve|Patch pockets|Hem with elasticized drawstring|Leather triangle logo on the back
36,Oversized nappa leather bomber jacket,UPW468_13CR_F098L_S_231,Leather Clothing,7300,Lambskin,"With an enveloping, oversized design that emphasizes streetwear volumes, this soft nappa bomber jacket is hand-waxed for a glossy finish. Reinterpreted in a conceptual way, the iconic Prada triangle takes on a structural role in the garment, transforming into a tonal leather patch.",Caramel,44/44/46/48/50/52/54/56/58/60,Lined|Oversized fit|Front zipper closure|Shirt collar|Straight sleeve and elasticized cuffs|Welt pockets|Elasticized hem|Leather triangle logo on the back|Waxed finish
37,Suede jacket,UPG374_1V97_F0005_S_232,Leather Clothing,6900,Lambskin,"New volumes and silhouettes become archetypes in the Fall Water 2023 collection. Transformation is at the heart of the story, enhanced by a new aesthetic and textural approach. This jacket evokes the idea of the uniform through an extremely sophisticated version. Behind the classic look of suede is outstanding artisan workmanship: buffing by hand and a final waxed finish that gives the garment an unexpected look.",Tobacco,44/44/46/48/50/52/54/56/58/60,Lined garment|Regular fit|Front button closure|Notch lapels|Straight sleeves|Flap pockets|Leather triangle logo on the back
38,Suede coat,UPS613_1V97_F0316_S_232,Leather Clothing,9200,Lambskin,"New volumes and silhouettes become archetypes in the Fall Water 2023 collection. Transformation is at the heart of the story, enhanced by a new aesthetic and textural approach. This coat evokes the idea of the uniform through an extremely sophisticated version. Behind the classic look of suede is outstanding artisan workmanship: buffing by hand and a final waxed finish that gives the garment an unexpected look.","Black,Oak",44/44/46/48/50/52/54/56/58/60,Lined garment|Regular fit|Front button closure|Notch lapels|Straight sleeves|Flap pockets|Leather triangle logo on the back|Waxed finish
39,Suede coat,UPS613_1V97_F0002_S_232,Leather Clothing,9200,Lambskin,"New volumes and silhouettes become archetypes in the Fall Water 2023 collection. Transformation is at the heart of the story, enhanced by a new aesthetic and textural approach. This coat evokes the idea of the uniform through an extremely sophisticated version. Behind the classic look of suede is outstanding artisan workmanship: buffing by hand and a final waxed finish that gives the garment an unexpected look.","Black,Oak",44/44/46/48/50/52/54/56/58/60,Lined garment|Regular fit|Front button closure|Notch lapels|Straight sleeves|Flap pockets|Leather triangle logo on the back|Waxed finish
40,Suede blouson jacket,UPW516_I9P_F0008_S_OOO,Leather Clothing,7700,Lambskin,"The minimalist design of this blouson jacket is enhanced by the unmistakable finish of suede that adds a soft touch to the straight silhouette. Completed by the triangle logo, the garment reinterprets retro moods with a contemporary attitude. ",Navy,46/46/48/50/52/54/56/58/60,Lined|Regular fit|Center button closure|Shirt-style collar|Straight sleeve with shirt cuff|Welt pockets|Leather triangle logo on the back|Final waxing treatment
41,Single-breasted leather coat,UPS624_13O7_F0002_S_OOO,Leather Clothing,23900,Lambskin,"An emblem of formal elegance and sartorial refinement, this single-breasted coat features a clean cut embellished with a soft texture. The outerwear with a straight fit combines contemporary proportions and timeless details. The leather triangle logo, reinterpreted with a conceptual design, adds an iconic touch. ",Black,44/44/46/48/50/52/54/56/58/60,Lined garment|Regular fit|Center button closure|Notch lapels|Straight sleeve|Wide welt pockets|Leather triangle logo on the back
