,name,id,type,price,material,description,colors,sizes,details
18,Quilted Nylon Barn Jacket,81018761,Outerwear,1650,"Outer: 100% polyamide, Trim: 100% cotton, Lining: 100% cotton, Filling: 100% polyester fibres","A Quilted Barn Jacket In Nylon With A Tonal Corduroy Collar And B Shield Appliqué. The Design Is Cut To A Regular Fit And Lined In Burberry Check. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Black/snug,XXS/M/L/XL/XXL/XXXL,"Two-way zip and press-stud closure|Throat latch|Chest welt pockets, side press-stud flap pockets|Press-stud cuffs|Burberry Check lining and undercollar|Appliquéd B shield at chest"
19,Quilted Nylon Overshirt,81008431,Outerwear,1550,"Outer: 100% polyamide, Lining: 100% cotton, Filling: 100% polyester fibres","A Quilted Overshirt Made From Lightweight, Water-Repellent Nylon With A Contrasting Lining In Burberry Check Cotton Twill. The Style Is Cut To A Regular Fit And Features Logo-Engraved Press Studs.",Shale,XS/M/L/XL/XXL/XXXL,Press-stud closure|Chest press-stud patch pocket|Burberry Check lining|Equestrian Knight Design tag at side
20,Short Kensington Heritage Trench Coat,80830731,Outerwear,2590,"Outer: 100% cotton*, Lining: 100% cotton*, Sleeve lining: 100% viscose, Buckles: 100% calf leather","The Iconic Burberry Trench Coat, Made In England From Shower-Resistant Cotton Gabardine. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. Part Of The Heritage Collection, The Kensington Is Cut To A Regular Fit With Set-In Sleeves.",Coal blue/Honey/Black,32/34/36/38/40/42/44/46/48/50,"Double-breasted button closure|Hook-and-eye collar closure|Throat latch|Epaulettes|Belt|Side button welt pockets|Belted cuffs|Back button vent|Burberry Check lining and undercollar|Comes with a garment bag|Regular fit. Fits true to size, take your normal size."
21,Short Camden Heritage Car Coat,80830751,Outerwear,2150,"Outer: 100% cotton*, Lining: 100% cotton*, Sleeve lining: 100% viscose, *The main material and lining of this product contain at least 70% cotton, all of which is organically grown","The Original Burberry Car Coat, Made In England From Shower-Resistant Cotton Gabardine. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. Part Of The Heritage Collection, The Camden Is Cut To A Regular Fit With Raglan Sleeves.",Coal blue/Black,32/34/36/38/40/42/44/46/48/50,Single-breasted button closure|Side button welt pockets|Button-tab cuffs|Back button vent|Burberry Check lining and undercollar|Comes with a garment bag
22,Long Kensington Heritage Trench Coat,80583351,Outerwear,2590,"Outer: 100% cotton*, Lining: 100% cotton*, Sleeve lining: 100% viscose ​, *The main material and lining of this product contain at least 70% cotton, all of which is organically grown","The Iconic Burberry Trench Coat, Made In England From Shower-Resistant Cotton Gabardine. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. Part Of The Heritage Collection, The Kensington Is Cut To A Regular Fit With Set-In Sleeves.",Coal blue/Black/Honey,34/36/38/40/42/44/46/48/50,"Double-breasted button closure​|Hook-and-eye collar closure​|Throat latch|Epaulettes​|Belt​|Side button welt pockets​|Belted cuffs​|Back button vent ​|Burberry Check lining and undercollar​|Comes with a garment bag|Regular fit. Fits true to size, take your normal size."
23,Long Camden Heritage Car Coat,80647321,Outerwear,2150,"Outer: 100% cotton*, Lining: 100% cotton*, Sleeve lining: 100% viscose, *The main material and lining of this product contain at least 70% cotton, all of which is organically grown","The Original Burberry Car Coat, Made In England From Shower-Resistant Cotton Gabardine. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. Part Of The Heritage Collection, The Camden Is Cut To A Regular Fit With Raglan Sleeves.",Coal blue/Black/Honey,32/34/36/38/40/42/44/46/48/50,Single-breasted button closure|Side button welt pockets​|Back button vent|Burberry Check lining and undercollar​|Comes with a garment bag
24,Oversized Check Wool Shirt,80919081,Outerwear,960,"100% wool, Trim: 100% cotton","A Shirt In Wool Flannel Woven In Italy With The Burberry Check And Cut To An Oversized Fit. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Sand,XXS/M/L/XL/XXL/XXXL,Press-stud closure|Point collar|Press-stud chest patch pocket|Single-button cuffs|Curved hem
25,Check Wool Overshirt,81022241,Outerwear,2150,"Outer: 100% wool, Lining: 100% polyamide, Filling: 100% polyester fibres",A Lightly Padded Overshirt Made From Burberry Check Wool Flannel. The Design Is Tailored To A Regular Fit With A Quilted Equestrian Knight Design Lining.,Indigo,XXS/M/L/XL/XXL/XXXL,Press-stud closure|Point collar|Chest press-stud patch pocket|Single press-stud cuffs|Straight hem|Quilted nylon lining
26,Relaxed Fit Corduroy Shirt,80972511,Outerwear,990,"Outer: 100% cotton, Lining: 100% cotton, Buttons: mother-of-pearl","A Long-Sleeved Zipped Shirt Made From Heavyweight Corduroy With A Cotton Lining. The Design Is Cut To A Relaxed Fit And Embroidered With A Tonal B Shield, A Motif Inspired By Our Equestrian Knight Design.",Teddy,XXXS/M/L/XL/XXL/XXXL,Two-way zip closure|Point collar|Chest patch pockets|Single-button cuffs|Straight hem|Embroidered B shield at pocket
27,Long Cotton Blend Trench Coat,81013091,Outerwear,2890,"Outer: 65% polyester, 35% cotton, Lining: 100% cotton, Sleeve lining: 100% cupro, Buckles: 100% calf leather, Buttons: buffalo horn","A Trench Coat Made In England From A Cotton Blend Twill. Inside Is Burberry Check Cotton Twill, Used To Line Our Coats Since The 1920S. The Belted Style Is Cut To A Regular Fit And The Buttons Feature A Debossed Equestrian Knight Design.",Heron,34/36/38/40/42/44/46/48/50,Double-breasted button closure|Hook-and-eye collar closure|Throat latch|Epaulettes|B buckle belt|Side welt pockets|Belted cuffs|Back vent|Burberry Check undercollar and lining|Comes with a garment bag
28,Long Cotton Blend Car Coat,81047351,Outerwear,2350,"Outer: 65% polyester, 35% cotton, Lining: 100% cotton, Sleeve lining: 100% cupro, Buttons: buffalo horn",A Car Coat Made In England From A Cotton Blend Twill. The Design Is Cut To A Regular Fit With An Exposed Button Front And Set-In Sleeves.,Heron/Black,34/36/38/40/42/44/46/48/50,Single-breasted button closure|Side welt pockets|Button-tab cuffs|Back vent|Burberry Check lining and undercollar|Comes with a garment bag
29,Mid-length Kensington Heritage Trench Coat,80793871,Outerwear,2590,"Outer: 100% cotton*, Lining: 100% cotton*, Sleeve lining: 100% viscose, Buckles: 100% calf leather, *The main material and lining of this product contain at least 70% cotton, all of which is organically grown","The Iconic Burberry Trench Coat, Made In England From Shower-Resistant Cotton Gabardine. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. Part Of The Heritage Collection, The Kensington Is Cut To A Regular Fit With Set-In Sleeves.",Coal blue/Honey,32/34/36/38/40/42/44/46/48/50,Double-breasted button closure|Hook-and-eye collar closure|Throat latch|Epaulettes|Belt|Side button welt pockets|Belted cuffs|Back button vent|Burberry Check lining and undercollar|Comes with a garment bag
30,Mid-length Camden Heritage Car Coat,80647291,Outerwear,2150,"Outer: 100% cotton, Lining: 100% cotton, Sleeve lining: 100% viscose","The Original Burberry Car Coat, Made In England From Shower-Resistant Cotton Gabardine. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. Part Of The Heritage Collection, The Camden Is Cut To A Regular Fit With Raglan Sleeves.",Coal blue/Honey/Black,32/34/36/38/40/42/44/46/48/50,Single-breasted button closure|Side button welt pockets|Button-tab cuffs|Back button vent|Burberry Check lining and undercollar
31,Reversible Thermoregulated Overshirt,81001371,Outerwear,1550,"Outer: 100% polyester, Reverse: 70% cotton, 30% polyester, Filling: 100% polyester",A Quilted Overshirt With 37.5® Thermoregulation Technology For Insulation And Breathability. The Reversible Design Switches From A Solid Colour To The Burberry Check And Is Cut To A Relaxed Fit.,Black,XS/M/L/XL/XXL/XXXL,"Press-stud closure|Point collar|Chest press-stud patch pocket, side press-stud welt pockets|Press-stud cuffs|Embroidered Burberry lettering at chest|Burberry Check lining"
32,Cotton Jacket,80975551,Outerwear,1990,"Outer: 100% cotton, Collar: 100% cotton, Lining: 100% cotton, Pocket lining: 100% cotton","A Jacket In Italian-Woven Cotton Canvas, Topped With A Corduroy Collar And Lined In Burberry Check. The Design Is Cut To A Relaxed Fit With A Tonal B Shield Appliquéd At The Chest.",Black,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Throat latch|Side welt pockets|Adjustable press-stud cuffs|Burberry Check lining and undercollar|Comes with a garment bag
33,Quilted Nylon Barn Jacket,80999131,Outerwear,1650,"Outer: 100% polyamide, Trim: 100% cotton, Lining: 100% cotton, Filling: 100% polyester fibres","A Quilted Barn Jacket In Nylon With A Tonal Corduroy Collar And B Shield Appliqué. The Design Is Cut To A Regular Fit And Lined In Burberry Check. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Loch/linden,XS/M/L/XL/XXL/XXXL,"Two-way zip and press-stud closure|Throat latch|Chest welt pockets, side press-stud flap pockets|Press-stud cuffs|Burberry Check lining and undercollar|Appliquéd B shield at chest"
34,Quilted Thermoregulated Harrington Jacket,80964491,Outerwear,1550,"Outer: 100% polyester, Trims: 82% polyester, 17% polyamide, 1% elastane; 100% polyamide, Lining: 100% cotton, Pocket lining: 100% cotton, Filling: 100% polyester",A Quilted Harrington Jacket With 37.5® Thermoregulation Technology For Insulation And Breathability. The Design Is Cut To A Regular Fit And Lined In Burberry Check.,Black,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Press-stud collar|Side press-stud flap pockets|Rib-knit cuffs|Side press-stud waist adjusters|Embroidered Burberry lettering at pocket|Burberry Check lining
35,Wool Cashmere Overshirt,81052631,Outerwear,3550,"92% wool, 7% cashmere, 1% silk, Buttons: buffalo horn",An Overshirt Made In Italy From Double-Faced Wool Cashmere With A Hint Of Silk. The Design Is Woven With Our B Charm Pattern At The Inner And Cut To A Regular Fit.,Loch/gale,XXS/M/L/XL/XXL/XXXL,Button closure|Point collar|Chest button flap pockets|Single-button cuffs|Curved hem
36,Shearling Harrington Jacket,81014521,Outerwear,5890,"100% real farmed dyed lamb shearling, ovis aries, country of origin: Spain, Trim: 88% wool, 6% elastane, 6% polyamide","A Harrington Jacket Made In Italy From Soft Shearling, Cut To A Regular Fit. The Style Closes With B-Cut Zip Pulls And Is Jacquard-Knitted With Our Logo At The Hem.",Sand,32/34/36/38/40/42/44/46/48/50,Two-way zip closure|Side zip welt pockets|Rib-knit trims|Knitted Burberry lettering at hem|Comes with a garment bag
37,Leather Bomber Jacket,81030851,Outerwear,5890,"Outer: 100% calf leather, Trim: 96% wool, 3% polyamide, 1% elastane, Lining: 100% cupro, Filling: 100% polyester fibres","A Bomber Jacket Made In Italy From Supple Calf Leather, Tumbled For A Softer Finish. Cut To A Relaxed Fit, The Design Features Press-Stud Epaulettes And Is Jacquard-Knitted With Our Logo At The Hem.",Black,32/34/36/38/40/42/44/46/48/50,Press-stud and two-way zip closure|Press-stud flap pockets|Rib-knit trims|Equestrian Knight Design lining|Knitted Burberry lettering at hem|Comes with a garment bag
38,Shearling Aviator Jacket,80953831,Outerwear,5900,"100% real farmed dyed lamb shearling, ovis aries, country of origin: Iceland, Trim: 100% calf leather, Belt: 100% calf leather",An Aviator Jacket Made In Italy From Shearling With Contrasting Calf Leather Trims. The Boxy Style Is Detailed With B-Cut Zip Pulls And A B Buckle Belt To Adjust The Silhouette. Cut To A Relaxed Fit For Men And An Oversized Fit For Women.,Moss,34/36/38/40/42/44/46/48/50,"Two-way zip closure|Throat latch|Side slip pockets|B buckle belt|Zip cuffs|Men: relaxed fit, a looser cut than our regular fit. Consider taking a size down.|Women: oversized fit, designed for exaggerated proportions. We recommend sizing down.|Size IT 48 = size UK 6-8|Size IT 50 = size UK 8-10"
39,Reversible Check Hooded Jacket,80991621,Outerwear,1790,"Outer: 100% polyester, Reverse: 100% polyamide","A Hooded Jacket In Burberry Check Twill, Reversing To A Solid Colour In Nylon. The Design Is Cut To A Relaxed Fit With A Drawcord Hood And Is Appliquéd With Our Equestrian Knight Design.",Grain/Shadow,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Drawcord hood and hem|Side zip pockets; reverse side press-stud pockets|Elasticated cuffs|Appliquéd Equestrian Knight Design at both sides|Comes with a garment bag
40,Check Twill Hooded Jacket,81008501,Outerwear,1750,"Outer: 100% polyester, Lining: 100% polyester, Pocket lining: 100% polyamide",A Lightweight Hooded Jacket Made From Burberry Check Twill Woven In Italy. The Design Is Cut To An Oversized Fit And Is Appliquéd With Our Equestrian Knight Design.,Midnight/Alabaster,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Drawcord hood and hem|Side zip pockets|Elasticated cuffs|Appliquéd Equestrian Knight Design at front|Comes with a garment bag
41,Reversible Check Hooded Jacket,80985001,Outerwear,1790,"Outer: 100% polyester, Reverse: 100% polyamide","A Lightweight Hooded Jacket In Burberry Check Twill, Reversing To A Solid Colour In Nylon. The Design Is Cut To A Relaxed Fit With A Drawcord Hood And Is Appliquéd With Our Equestrian Knight Design.",Shadow/Grain,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Drawcord hood and hem|Side zip pockets; reverse side press-stud pockets|Elasticated cuffs|Appliquéd Equestrian Knight Design at both sides|Comes with a garment bag
42,Long Gabardine Trench Coat,80998711,Outerwear,2890,"Outer: 100% cotton*, Lining: 100% cotton, Sleeve lining: 100% viscose, Buttons: buffalo horn, *The main material of this product contains at least 70% cotton, all of which is organically grown","Inspired By Our Heritage Styles, A Trench Coat Made In England From Shower-Resistant Cotton Gabardine. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. The Design Is Detailed With A Shield-Shaped Throat Latch And Cut To A Regular Fit With Raglan Sleeves.​",Graphite/Black,34/36/38/40/42/44/46/48,Double-breasted button closure|Hook-and-eye collar closure|Throat latch|Epaulettes|B buckle belt|Side welt pockets​|Belted cuffs|​Back vent|Burberry Check lining and undercollar|Comes with a garment bag
43,Long Gabardine Trench Coat,81004631,Outerwear,2890,"Outer: 100% cotton*, Lining: 100% cotton, Sleeve lining: 100% viscose, Buttons: buffalo horn, *The main material of this product contains at least 70% cotton, all of which is organically grown","Inspired By Our Heritage Styles, A Trench Coat Made In England From Shower-Resistant Cotton Gabardine. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. The Design Is Detailed With A Shield-Shaped Throat Latch And Cut To A Regular Fit With Raglan Sleeves.​",Black/Graphite,34/36/38/40/42/44/46/48/50,Double-breasted button closure|Hook-and-eye collar closure|Throat latch|Epaulettes|B buckle belt|Side welt pockets|​Belted cuffs​|Back vent|Burberry Check lining and undercollar|Comes with a garment bag
44,Long Gabardine Car Coat,81088001,Outerwear,2490,"Outer: 100% cotton, Lining: 100% cotton, Sleeve lining: 100% viscose, Buttons: buffalo horn","A Car Coat Made From Shower-Resistant Gabardine, Crafted In Castleford, Yorkshire. The Exposed Button Design Has A Tab Collar And Is Lined With A Lightweight Cotton Twill Woven With The Burberry Check. Cut To A Regular Fit With Raglan Sleeves, The Design Is Finished With A Detachable B Buckle Belt To Adjust The Shape.",Fossil,36/38/40/42/44/46,Single-breasted button closure|B buckle belt​|Side welt pockets|Belted cuffs|Back vent|Burberry Check lining and undercollar|Comes with a garment bag
45,Long Cotton Nylon Trench Coat,81013111,Outerwear,3250,"Outer: 55% cotton, 45% polyamide, Lining: 100% cotton, Sleeve lining: 100% cupro, Buckles: 100% calf leather, Buttons: buffalo horn","A Trench Coat Made In England From A Cotton Nylon Sateen. Inside Is Burberry Check Cotton Twill, Used To Line Our Coats Since The 1920S. The Belted Style Is Cut To A Regular Fit And The Buttons Feature A Debossed Equestrian Knight Design.",Carob,36/38/40/42/44/46/48/50,Double-breasted button closure|Hook-and-eye collar closure|Throat latch|Epaulettes|B buckle belt|Side welt pockets|Belted cuffs|Back vent|Burberry Check undercollar and lining|Comes with a garment bag
46,Quilted Nylon Jacket,80979501,Outerwear,1550,"Outer: 100% polyamide, Trim: 90% cotton, 9% polyamide, 1% elastane, Collar: 100% cotton, Lining: 100% cotton, Filling: 100% polyester fibres","A Quilted Jacket In Water-Repellent Nylon, Detailed With A Corduroy Collar And Lined In Burberry Check Cotton. The Style Is Cut To A Relaxed Fit With Raglan Sleeves And Features A B Shield Appliqué. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Navy/charcoal melange,XS/M/L/XL/XXL/XXXL,Two-way zip closure|Press-stud welt pockets|Rib-knit hem|Press-stud cuffs|Appliquéd B shield at chest|Burberry Check lining and undercollar
